PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LINE,SAMPLE_TYPE,DEPTH,ARRIVAL_TIME,CALIBRATION_VERIFIED,CONDUCTIVITY,DEPTH_METHOD,DO2_2M,DUPLICATE_DO,E_FILE,INDEX_GPS_FIX,INDEX_LAT_DD,INDEX_LON_DD,INDEX_SITE_DEPTH,METALIMNION,ODOR,OXYGEN,PH,PRECIPITATION,SCUM,SCUM_DESC,SURFACE_COND,TEMP_CORRECTED,TEMPERATURE,COMMENT
8/21/2024,8407,NLA_ME-10026,NLA12_ME-108,1,9/5/2012,ME,19,PROF,18,,,85,,,,,,,,,,,6.7,6.5,,,,,,10.6,
8/21/2024,8407,NLA_ME-10026,NLA12_ME-108,1,9/5/2012,ME,20,PROF,19,,,85,,,,,,,,,,,6.8,6.5,,,,,,10.2,
8/21/2024,8407,NLA_ME-10026,NLA12_ME-108,1,9/5/2012,ME,21,PROF,20,,,85,,,,,,,,,,,6.7,6.5,,,,,,10,
8/21/2024,8407,NLA_ME-10026,NLA12_ME-108,1,9/5/2012,ME,22,PROF,22,,,85,,,,,,,,,,,6.7,6.6,,,,,,9.8,
8/21/2024,8407,NLA_ME-10026,NLA12_ME-108,1,9/5/2012,ME,23,PROF,24,,,85,,,,,,,,,,,6.5,6.5,,,,,,9.6,
8/21/2024,8407,NLA_ME-10026,NLA12_ME-108,1,9/5/2012,ME,24,PROF,26,,,85,,,,,,,,,,,6.4,6.5,,,,,,9.4,
8/21/2024,8407,NLA_ME-10026,NLA12_ME-108,1,9/5/2012,ME,25,PROF,28,,,85,,,,,,,,,,,6.5,6.5,,,,,,9.4,
8/21/2024,8407,NLA_ME-10026,NLA12_ME-108,1,9/5/2012,ME,26,PROF,30,,,85,,,,,,,,,,,6.3,6.5,,,,,,9.3,
8/21/2024,8408,NLA_IN-10110,NLA12_IN-162,1,9/6/2012,IN,0,PROF,,08:50,N,,LINE,5.9,Y,,3D,39.08442,-86.05679,3.8,,N,,,NONE,NO,,,Y,,
8/21/2024,8408,NLA_IN-10110,NLA12_IN-162,1,9/6/2012,IN,1,PROF,0,,,67,,,,,,,,,,,6.2,6.36,,,,,,25.71,
8/21/2024,8408,NLA_IN-10110,NLA12_IN-162,1,9/6/2012,IN,2,PROF,1,,,67,,,,,,,,,,,5.6,6.37,,,,,,25.73,
8/21/2024,8408,NLA_IN-10110,NLA12_IN-162,1,9/6/2012,IN,3,PROF,2,,,73,,,,,,,,,T,,1.04,6.41,,,,,,24.34,
8/21/2024,8408,NLA_IN-10110,NLA12_IN-162,1,9/6/2012,IN,4,PROF,3,,,193,,,,,,,,,,,0.6,6,,,,,,19.65,
8/21/2024,8408,NLA_IN-10110,NLA12_IN-162,1,9/6/2012,IN,5,PROF,3.3,,,280,,,,,,,,,,,0.48,6.14,,,,,,17.5,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,0,PROF,,9:15,N,,SONAR,9.47,Y,,3D,39.71816,-86.72475,10.7,,N,,,NONE,NO,,,,,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,1,PROF,0,,,285,,,,,,,,,,,9.4,7.8,,,,,,26.1,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,2,PROF,1,,,285,,,,,,,,,,,9.6,8.3,,,,,,26.1,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,3,PROF,2,,,281,,,,,,,,,,,9.4,8.3,,,,,,26,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,4,PROF,3,,,290,,,,,,,,,,,4.3,7.6,,,,,,25.5,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,5,PROF,4,,,292,,,,,,,,,,,3,7.5,,,,,,25.4,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,6,PROF,5,,,294,,,,,,,,,,,1.6,7.4,,,,,,25.2,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,7,PROF,6,,,292,,,,,,,,,T,,0.6,7.3,,,,,,25.2,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,8,PROF,7,,,318,,,,,,,,,,,0.2,7.1,,,,,,24.1,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,9,PROF,8,,,340,,,,,,,,,,,0.1,7,,,,,,22.8,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,10,PROF,9,,,387,,,,,,,,,,,0.1,6.9,,,,,,21.1,
8/21/2024,8409,NLA_IN-10037,NLA12_IN-112,1,9/5/2012,IN,11,PROF,10,,,440,,,,,,,,,B,,0.1,6.8,,,,,,19.3,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,0,PROF,,9:30,N,,LINE,7.45,Y,,3D,39.45499,-87.19133,13,,N,,,NONE,NO,,,Y,,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,1,PROF,0,,,2200,,,,,,,,,,,7.34,7.6,,,,,,26.7,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,2,PROF,1,,,2200,,,,,,,,,,,7.5,7.4,,,,,,26.5,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,3,PROF,2,,,2200,,,,,,,,,,,7.5,7.6,,,,,,26.4,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,4,PROF,3,,,2200,,,,,,,,,,,7.4,7.7,,,,,,26.3,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,5,PROF,4,,,2200,,,,,,,,,,,7.5,7.8,,,,,,26.2,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,6,PROF,5,,,2200,,,,,,,,,,,7.5,7.8,,,,,,26.1,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,7,PROF,6,,,2200,,,,,,,,,,,7.8,7.8,,,,,,26,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,8,PROF,7,,,2200,,,,,,,,,T,,10.5,7.5,,,,,,23.7,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,9,PROF,8,,,2300,,,,,,,,,,,11.7,7.3,,,,,,21,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,10,PROF,9,,,2600,,,,,,,,,,,15.4,7.2,,,,,,18.5,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,11,PROF,10,,,3500,,,,,,,,,,,,6.8,,,,,,16.7,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,12,PROF,11,,,3700,,,,,,,,,,,8.5,6.5,,,,,,14.5,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,13,PROF,12,,,3700,,,,,,,,,B,,5.9,6.5,,,,,,11.5,
8/21/2024,8410,NLA_IN-10079,NLA12_IN-131,1,9/5/2012,IN,14,PROF,12.5,,,3700,,,,,,,,,,,5.1,6.5,,,,,,10.5,
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,0,PROF,,09:15,N,,SONAR,7.13,Y,,3D,41.711411,-72.33186,6.7,,N,,,NONE,NO,,RIPPLES,Y,,"22'4"""
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,1,PROF,0,,,77,,,,,,,,,,,7.2,7.1,,,,,,24.7,
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,2,PROF,1,,,77,,,,,,,,,,,7.1,7,,,,,,24.7,
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,3,PROF,2,,,77,,,,,,,,,,,7.1,7,,,,,,24.7,
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,4,PROF,3,,,77,,,,,,,,,,,7,7,,,,,,24.7,
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,5,PROF,4,,,77,,,,,,,,,,,7,7,,,,,,24.7,
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,6,PROF,5,,,77,,,,,,,,,,,6.7,7,,,,,,24.7,
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,7,PROF,6,,,78,,,,,,,,,,,5.4,6.8,,,,,,24.6,
8/21/2024,8412,NLA_CT-10030,NLA12_CT-115,2,9/6/2012,CT,8,PROF,6.5,,,80,,,,,,,,,,,3.6,6.5,,,,,,24.4,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,0,PROF,,10:30,Y,,SONAR,7.07,Y,,3D,31.91129,-95.2971,12.5,,N,,,NONE,NO,,FLAT,Y,,CHECKED EVERY TWO MONTHS 7/25/2012
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,1,PROF,0,,,66,,,,,,,,,,,7.2,7.9,,,,,,29.9,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,2,PROF,1,,,66,,,,,,,,,,,7,7.8,,,,,,29.7,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,3,PROF,2,,,66,,,,,,,,,,,7,7.8,,,,,,29.6,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,4,PROF,3,,,66,,,,,,,,,,,7,7.8,,,,,,29.5,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,5,PROF,4,,,66,,,,,,,,,,,7.1,7.8,,,,,,29.5,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,6,PROF,5,,,66,,,,,,,,,,,7,7.7,,,,,,29.3,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,7,PROF,6,,,66,,,,,,,,,T,,6.7,7.5,,,,,,28.9,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,8,PROF,7,,,67,,,,,,,,,B,,4.1,6.9,,,,,,27.3,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,9,PROF,8,,,77,,,,,,,,,,,1.2,7,,,,,,22.6,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,10,PROF,9,,,95,,,,,,,,,,,0.9,7.2,,,,,,18.3,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,11,PROF,10,,,103,,,,,,,,,,,0.7,7.1,,,,,,17.1,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,12,PROF,11,,,101,,,,,,,,,,,0.6,7,,,,,,16.3,
8/21/2024,8413,NLA_TX-10004,NLA12_TX-137,1,9/6/2012,TX,13,PROF,12,,,104,,,,,,,,,,,0.5,6.9,,,,,,15.1,
8/21/2024,8414,NLA_CO-10066,NLA12_CO-127,1,9/6/2012,CO,0,PROF,,09:15,,,SONAR,6.87,Y,,3D,40.12169,-104.94551,5.3,,N,,,NONE,NO,,FLAT,Y,,
8/21/2024,8414,NLA_CO-10066,NLA12_CO-127,1,9/6/2012,CO,1,PROF,0,,,,,,,,,,,,,,,,,,,,,,
8/21/2024,8414,NLA_CO-10066,NLA12_CO-127,1,9/6/2012,CO,2,PROF,0.5,,,434,,,,,,,,,,,7,9.7,,,,,,21.7,
8/21/2024,8414,NLA_CO-10066,NLA12_CO-127,1,9/6/2012,CO,3,PROF,1,,,434,,,,,,,,,,,6.9,9.7,,,,,,21.8,
8/21/2024,8414,NLA_CO-10066,NLA12_CO-127,1,9/6/2012,CO,4,PROF,2,,,434,,,,,,,,,,,6.7,9.7,,,,,,21.7,
8/21/2024,8414,NLA_CO-10066,NLA12_CO-127,1,9/6/2012,CO,5,PROF,3,,,434,,,,,,,,,,,6.7,9.7,,,,,,21.7,
8/21/2024,8414,NLA_CO-10066,NLA12_CO-127,1,9/6/2012,CO,6,PROF,4,,,434,,,,,,,,,,,6.5,9.7,,,,,,21.7,
8/21/2024,8414,NLA_CO-10066,NLA12_CO-127,1,9/6/2012,CO,7,PROF,4.8,,,435,,,,,,,,,,,6.3,9.7,,,,,,21.7,
8/21/2024,8416,NLA_MO-10054,NLA12_MO-120,1,9/6/2012,MO,0,PROF,,11:15,Y,,SONAR,10.15,Y,,3D,38.93877,-91.28237,3.6,,N,,,NONE,NO,,RIPPLES,,,
8/21/2024,8416,NLA_MO-10054,NLA12_MO-120,1,9/6/2012,MO,1,PROF,0,,,,,,,,,,,,,,10.1,9.6,,,,,,27,
8/21/2024,8416,NLA_MO-10054,NLA12_MO-120,1,9/6/2012,MO,2,PROF,1,,,,,,,,,,,,,,10.2,9.5,,,,,,26.8,
8/21/2024,8416,NLA_MO-10054,NLA12_MO-120,1,9/6/2012,MO,3,PROF,2,,,,,,,,,,,,T,,0.9,7.8,,,,,,24.6,
8/21/2024,8416,NLA_MO-10054,NLA12_MO-120,1,9/6/2012,MO,4,PROF,3,,,,,,,,,,,,,,0.1,7,,,,,,18.7,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,0,PROF,,1020,Y,,SONAR,7.93,Y,Y,3D,40.16415,-78.96668,17,,N,,,NONE,NO,,FLAT,Y,,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,1,PROF,0,,,304,,,,,,,,,,,8,7.9,,,,,,25.1,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,2,PROF,1,,,304,,,,,,,,,,,8,7.9,,,,,,25.1,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,3,PROF,2,,,307,,,,,,,,,,,7.8,8,,,,,,25,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,4,PROF,3,,,306,,,,,,,,,,,7.7,8,,,,,,24.9,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,5,PROF,4,,,307,,,,,,,,,,,7.8,8,,,,,,24.9,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,6,PROF,5,,,307,,,,,,,,,,,7.7,8,,,,,,24.8,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,7,PROF,6,,,311,,,,,,,,,,,7.8,8,,,,,,24.5,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,8,PROF,7,,,346,,,,,,,,,,,7.6,8,,,,,,23.3,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,9,PROF,8,,,390,,,,,,,,,,,7.2,7.9,,,,,,22.5,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,10,PROF,9,,,318,,,,,,,,,T,,6.6,7.9,,,,,,20.3,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,11,PROF,10,,,265,,,,,,,,,,,3.9,7.9,,,,,,15.8,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,12,PROF,11,,,258,,,,,,,,,,,1.9,7.9,,,,,,14,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,13,PROF,12,,,256,,,,,,,,,,,2,7.9,,,,,,11.8,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,14,PROF,13,,,251,,,,,,,,,,,2.2,7.9,,,,,,10.3,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,15,PROF,14,,,247,,,,,,,,,,,2.1,7.9,,,,,,9.1,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,16,PROF,15,,,248,,,,,,,,,B,,1.4,7.8,,,,,,8.3,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,17,PROF,15.5,,,245,,,,,,,,,,,1.3,7.7,,,,,,8,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,18,PROF,16,,,247,,,,,,,,,,,1.4,7.8,,,,,,7.8,
8/21/2024,8422,NLA_PA-10041,NLA12_PA-119,1,9/6/2012,PA,19,PROF,16.3,,,245,,,,,,,,,,,1.2,7.7,,,,,,7.6,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,0,PROF,,1130,Y,,LINE,8.43,Y,Y,3D,41.23874,-83.01997,7.9,,N,,,NONE,NO,,RIPPLES,Y,,"Depth given as ""Surface"", I changed to read as 0. "
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,1,PROF,6,11:46:07,,298,,,,,,,,,,,0.3,7.32,,,,,,20.27,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,2,PROF,2,11:53:24,,273,,,,,,,,,,,8.6,8.87,,,,,,25.02,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,3,PROF,1,11:55:29,,274,,,,,,,,,,,8.4,8.84,,,,,,25.26,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,4,PROF,7,11:43:56,,347,,,,,,,,,,,0.4,7.02,,,,,,15.2,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,5,PROF,5,11:47:27,,283,,,,,,,,,,,0.5,7.48,,,,,,23.07,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,6,PROF,3,11:51:24,,274,,,,,,,,,,,8,8.8,,,,,,24.93,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,7,PROF,7.4,11:42:47,,360,,,,,,,,,,,0.7,6.99,,,,,,14.23,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,8,PROF,4,11:49:15,,280,,,,,,,,,,,3.3,7.88,,,,,,24.13,
8/21/2024,8423,NLA_OH-10039,NLA12_OH-112,1,9/6/2012,OH,9,PROF,0,11:40:01,,274,,,,,,,,,,,8.3,8.74,,,,,,25.81,
8/21/2024,8424,NLA_CA-10073,NLA12_CA-138,1,9/6/2012,CA,0,PROF,,16:15,Y,,SONAR,9.6,Y,,3D,40.51425,-121.16537,1.3,,N,,,NONE,NO,,,Y,,
8/21/2024,8424,NLA_CA-10073,NLA12_CA-138,1,9/6/2012,CA,1,PROF,0,,,24,,,,,,,,,,,9.6,7.6,,,,,,17.1,
8/21/2024,8424,NLA_CA-10073,NLA12_CA-138,1,9/6/2012,CA,2,PROF,0.5,,,24,,,,,,,,,,,9.5,7.6,,,,,,17.2,
8/21/2024,8424,NLA_CA-10073,NLA12_CA-138,1,9/6/2012,CA,3,PROF,0.8,,,24,,,,,,,,,,,9.5,7.6,,,,,,17.2,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,0,PROF,,10:00,,,SONAR,10.6,Y,,3D,44.29538,-87.73398,15.2,,N,,,NONE,NO,,FLAT,,,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,1,PROF,0,,,433,,,,,,,,,,,10.6,8.7,,,,,,24.7,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,2,PROF,1,,,433,,,,,,,,,,,10.6,8.7,,,,,,24.7,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,3,PROF,2,,,433,,,,,,,,,,,10.6,8.7,,,,,,24.7,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,4,PROF,3,,,436,,,,,,,,,T,,9.2,8.5,,,,,,23.3,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,5,PROF,4,,,464,,,,,,,,,,,0.4,7.5,,,,,,20.4,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,6,PROF,5,,,522,,,,,,,,,,,0.4,7.3,,,,,,15.2,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,7,PROF,6,,,533,,,,,,,,,,,0.3,7.2,,,,,,11.6,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,8,PROF,7,,,553,,,,,,,,,,,0.4,7.1,,,,,,8.7,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,9,PROF,8,,,557,,,,,,,,,,,0.3,7.1,,,,,,7.4,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,10,PROF,9,,,575,,,,,,,,,,,0.3,7,,,,,,6.1,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,11,PROF,10,,,583,,,,,,,,,B,,0.3,7,,,,,,5.5,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,12,PROF,11,,,584,,,,,,,,,,,0.3,7,,,,,,5.4,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,13,PROF,12,,,585,,,,,,,,,,,0.3,7,,,,,,5.4,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,14,PROF,13,,,588,,,,,,,,,,,0.3,6.9,,,,,,5.3,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,15,PROF,14,,,594,,,,,,,,,,,0.3,6.9,,,,,,5.2,
8/21/2024,8426,NLA_WI-10068,NLA12_WI-133,1,9/5/2012,WI,16,PROF,14.3,,,594,,,,,,,,,,,0.3,6.9,,,,,,5.2,
8/21/2024,8427,NLA_WI-10067,NLA12_WI-132,1,9/6/2012,WI,0,PROF,,10:54,,,POLE,8.6,Y,,3D,44.7008,-87.50265,1,,N,,,NONE,NO,,RIPPLES,,,
8/21/2024,8427,NLA_WI-10067,NLA12_WI-132,1,9/6/2012,WI,1,PROF,0,,,360,,,,,,,,,,,8.6,9.1,,,,,,24.6,
8/21/2024,8427,NLA_WI-10067,NLA12_WI-132,1,9/6/2012,WI,2,PROF,0.5,,,360,,,,,,,,,,,8.7,9,,,,,,24.6,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,0,PROF,,12:55,,,LINE,11.7,Y,,3D,44.06763,-87.74074,11.3,,N,,,NONE,NO,,RIPPLES,,,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,1,PROF,0,,,317,,,,,,,,,,,12.1,8.9,,,,,,26,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,2,PROF,1,,,317,,,,,,,,,,,12.1,9,,,,,,25.9,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,3,PROF,2,,,319,,,,,,,,,,,10.9,8.9,,,,,,24.7,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,4,PROF,3,,,325,,,,,,,,,T,,5.6,8.3,,,,,,23.4,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,5,PROF,4,,,331,,,,,,,,,,,0.8,7.6,,,,,,21.8,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,6,PROF,5,,,362,,,,,,,,,,,0.6,7.5,,,,,,18.2,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,7,PROF,6,,,398,,,,,,,,,,,0.4,7,,,,,,12.9,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,8,PROF,7,,,429,,,,,,,,,,,0.3,7,,,,,,10,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,9,PROF,8,,,456,,,,,,,,,,,0.3,6.9,,,,,,8.6,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,10,PROF,9,,,462,,,,,,,,,B,,0.3,6.7,,,,,,8.4,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,11,PROF,10,,,469,,,,,,,,,,,0.3,6.6,,,,,,8.3,
8/21/2024,8428,NLA_WI-10116,NLA12_WI-181,1,9/4/2012,WI,12,PROF,10.6,,,470,,,,,,,,,,,0.3,6.6,,,,,,8.2,
8/21/2024,8429,NLA_WI-10070,NLA12_WI-135,1,8/29/2012,WI,0,PROF,,10:30,,,LINE,9.47,Y,,3D,46.5601,-91.39449,3,,N,,,NONE,NO,,FLAT,,,
8/21/2024,8429,NLA_WI-10070,NLA12_WI-135,1,8/29/2012,WI,1,PROF,0,,,63,,,,,,,,,,,9.6,9,,,,,,23.6,
8/21/2024,8429,NLA_WI-10070,NLA12_WI-135,1,8/29/2012,WI,2,PROF,0.5,,,63,,,,,,,,,,,9.4,8.9,,,,,,23.5,
8/21/2024,8429,NLA_WI-10070,NLA12_WI-135,1,8/29/2012,WI,3,PROF,1,,,63,,,,,,,,,,,9.4,9,,,,,,23.4,
8/21/2024,8429,NLA_WI-10070,NLA12_WI-135,1,8/29/2012,WI,4,PROF,1.5,,,63,,,,,,,,,,,9.5,9,,,,,,23.3,
8/21/2024,8429,NLA_WI-10070,NLA12_WI-135,1,8/29/2012,WI,5,PROF,2,,,64,,,,,,,,,,,5.2,7.2,,,,,,23.1,
8/21/2024,8429,NLA_WI-10070,NLA12_WI-135,1,8/29/2012,WI,6,PROF,2.5,,,150,,,,,,,,,,,1.3,6.4,,,,,,22.5,
8/21/2024,8430,NLA_WI-10026,NLA12_WI-111,1,9/6/2012,WI,0,PROF,,1015,,,LINE,9.47,Y,,3D,44.89028,-88.47469,6,,Y,,,NONE,NO,,RIPPLES,Y,,
8/21/2024,8430,NLA_WI-10026,NLA12_WI-111,1,9/6/2012,WI,1,PROF,0,,,138,,,,,,,,,,,9.6,8.5,,,,,,23.7,
8/21/2024,8430,NLA_WI-10026,NLA12_WI-111,1,9/6/2012,WI,2,PROF,1,,,138,,,,,,,,,,,9.5,8.6,,,,,,23.8,
8/21/2024,8430,NLA_WI-10026,NLA12_WI-111,1,9/6/2012,WI,3,PROF,2,,,138,,,,,,,,,,,9.3,8.6,,,,,,23.7,
8/21/2024,8430,NLA_WI-10026,NLA12_WI-111,1,9/6/2012,WI,4,PROF,3,,,139,,,,,,,,,,,8.9,8.4,,,,,,23.5,
8/21/2024,8430,NLA_WI-10026,NLA12_WI-111,1,9/6/2012,WI,5,PROF,4,,,139,,,,,,,,,,,8.7,8.4,,,,,,23.1,
8/21/2024,8430,NLA_WI-10026,NLA12_WI-111,1,9/6/2012,WI,6,PROF,5,,,144,,,,,,,,,,,0.4,6.9,,,,,,22.1,
8/21/2024,8430,NLA_WI-10026,NLA12_WI-111,1,9/6/2012,WI,7,PROF,5.4,,,151,,,,,,,,,,,0.3,6.7,,,,,,20.9,
8/21/2024,8435,NLA_MT-10176,NLA12_MT-177,1,9/6/2012,MT,0,PROF,,9:33,Y,,POLE,6.55,Y,,3D,47.87615,-107.12214,2,,N,,,NONE,NO,,RIPPLES,Y,,
8/21/2024,8435,NLA_MT-10176,NLA12_MT-177,1,9/6/2012,MT,1,PROF,0,,,9116,,,,,,,,,,,6.6,8.8,,,,,,16.1,
